2022-03-31,09:13:59,"6 years ago today, I waited 3 hours in line at Century City mall to reserve a car nobody had ever seen yet. I met Elon while standing in line which made it all worth it. Model 3 has changed the automobile industry forever. @elonmusk #Tesla #Model3 $TSLA  https://t.co/D2ExrTfCWM",1.0,1965.0
2020-12-07,14:47:57,Imagine not already owning $TSLA and having to buy at S&amp;P 500 inclusion.,1.0,1475.0
11/29/21,2:00:00,You tried @elonmusk $TSLA  https://t.co/QYu8XhypzG,1,7539.0
1/16/2022,11:31:12,It's Finally Here...  https://t.co/pdJoGhaqgQ @Tesla @elonmusk 🚀  https://t.co/SmZ67oxNFq,1,2336.0
2020-07-02,14:30:16,"Tesla Q2 2020 Vehicle Production &amp; Deliveries | Tesla, Inc.  https://t.co/hgJDXLWmBg",1.0,18199.0
2/28/2022,14:16:32,I hit 275k miles (443k km) on my @tesla Model S today! The car continues to be a workhorse for me. Tires are the most common expense. It has the original motor. I’m 145k miles into the second battery. Very stable degradation.  https://t.co/DkPLHG1KbP,1,2290.0
2022-04-07,16:30:03,These seats are the best @tesla @elonmusk 🍑❤️  https://t.co/9c47mT9w8i,1.0,4132.0
2020-06-20,15:46:03,@PPathole @Tesla Pulling up to The Petersen,1.0,13701.0
2/27/2022,13:03:53,Found this New New Model S Plaid ready for delivery outside Tesla’s Fremont Factory! @Tesla @elonmusk  https://t.co/UM9hlguYM8,1,1375.0
2020-08-10,21:34:34,"@Mark_Goldberg_ @Tesla One day soon, I will wear this outfit  https://t.co/T0SnF4UgYK",1.0,4805.0
2/6/2022,10:05:22,"Rear Cradle &amp; EDM | Plaid Teardown 🏎⚡️⚒ “People have asked me about the Model S #Plaid &amp; is it really what it’s claiming to be. I mean you just look at this, who’s got anything like this? Nobody! So I’m very impressed, hugely impressed!”—@live_munro | $TSLA #Tesla #EV @elonmusk  https://t.co/zi2a9AUMK2",1,9658.0
1/27/2022,12:01:13,"$TSLA down today.  Most likely reasons: - Earnings good but didn't blow out expectations due to $700m in one-time expenses (Elon tax, expedite, warranty fees). - Not actively working on $25k car - Concern focusing on Optimus is losing focus on auto business - Little ST guidance",0,1524.0
12/27/21,20:11:37,a year ago today i took delivery of my tesla! i’m still completely obsessed - best car ever 🤩 (besides model s plaid 🥵)  thanks @elonmusk &amp; @Tesla 🥂❤️  https://t.co/SCCnk6CZPC,1,4514.0
1/20/2022,11:00:36,The greatest way to destroy inflation is to buy an EV and add solar to your house.  Your cost of living will drop by $7k a year at least. For most people that a 10% drop in cost of living. #tesla $tsla $spwr $sedg $gk $fuv $ggpi,1,2430.0
2020-03-14,21:36:47,The #teslamodely is soo much more awesome in person 😍😍😍😍 #tesla @elonmusk @Tesla  https://t.co/1ZISwKbx4r,1.0,1314.0
1/16/2022,11:34:39,"Tesla will exceed Apple one day. $aapl hit $3 Trillion, imagine $tsla",1,2219.0
2022-03-22,02:26:38,Happy Opening Giga Berlin! 🥳 I am so proud. Many thanks to all who have implemented this groundbreaking factory HERE in Germany 🇩🇪!  @elonmusk @Tesla #tesla @WholeMarsBlog  https://t.co/3PPw9zAK9W,1.0,1561.0
2022-03-17,18:53:23,Some say the Model 3's interior is basic. I say it's clean. 👌🏾 @Tesla  https://t.co/bmyzim1cO6,1.0,1429.0
2022-04-03,09:00:03,$FB spent ~10 billion on their Metaverse project in 2021.   That's equal to $TSLA's total R&amp;D from 2014 to 2021.   That's crazy.,1.0,1280.0
2020-04-30,14:37:06,He’s right: @Tesla CEO Elon Musk: Stay-at-Home Orders ‘Facist’...This Is Not Freedom’,1.0,9925.0
2020-11-16,00:17:36,found the @Tesla taxi in NYC  https://t.co/7fSIJKsdYv,1.0,7673.0
2020-09-21,21:42:10,It’s been decided. Red shorts and plaid shirt. See you at tesla tomorrow. $tsla,1.0,994.0
1/26/2022,16:17:37,"Tesla has no inventory or supply of vehicles, every car made is sold immediately.  This company has made an amazing transformation in 4 years. Production went from 100k model S/X cars in 2017 to 930k cars in 2021. Seriously impressive. And we're just getting started... $TSLA",2,2084.0
12/13/21,9:21:07,Congratulations to Time’s 2021 Person of the Year: ⁦@elonmusk⁩ ! 🍾  Linked article includes interviews with Elon and many others.   https://t.co/k7Urb5DR2Y $TSLA #tesla #spacex #neuralink #boringco #openai  https://t.co/8vyDA2cRd9,1,1942.0
2022-04-09,17:26:38,Elon Musk says $TSLA is working to develop dedicated robotaxis,1.0,1733.0
2/1/2022,16:25:39,what if the @Tesla community just all road-tripped to the white house to show @POTUS what’s good with the made in America EV revolution ? @elonmusk $TSLA,1,3806.0
2020-12-15,17:40:48,"@cmarinucci @Tesla @elonmusk @Oracle @larryellison @Airbnb Yes, I spoke to @GavinNewsom about this. Airbnb is staying in California and I’m staying in California. This is a special place.",1.0,812.0
2022-04-02,11:52:40,"BREAKING: @Tesla delivered an all-time high 310,048 vehicles in Q1, beating Wall St expectations of 309k.  Total Q1 production was 305,407. Congrats $TSLA! 🥳🚀📈  https://t.co/VqTrQ7Qnt2",2.0,16057.0
3/2/2022,22:06:43,Here is my “secret” for how I achieved financial independence:  I got fuckin LUCKY buying $TSLA in 2017,1,1353.0
2020-12-02,17:42:01,"BREAKING: Goldman Sachs Upgrades $TSLA to Buy, price target to $780 on Improved long term sales outlook and margin expansion.",2.0,1733.0
12/1/21,11:41:40,"If Elon does indeed sell 10% of his $TSLA holdings (about 17M shares), he will pay more in taxes this year (~$15B) than any other billionaire has in a single year in modern history. @elonmusk   At least that's my understanding. Please correct me if I'm wrong.",1,2098.0
12/8/21,23:57:41,"I become a Tesla owner tomorrow.   Even if nothing happens related to $TSLA, at least I’ll have that :)",1,1930.0
2022-03-22,10:37:45,"Elon: ""#GigaBerlin will produce Megapacks. It's a gemstone for Germany, Europe and the World"". $TSLA  https://t.co/LCVqVDCw7Q",1.0,1781.0
1/24/2022,13:13:45,"Who has bought $TSLA so far today? I've bought at: $895, $867 and $858.",0,2516.0
2020-11-26,02:22:32,@Scobleizer @Tesla @elonmusk big thanks to that guy for dying,1.0,2475.0
3/3/2022,0:30:21,"$TSLA GigaBerlin given final approval, Handelsblatt newspaper reports.  Further conditions have to be met before Tesla can begin production.  News conference Friday.  https://t.co/1iWKua2P0j",1,2428.0
1/21/2022,15:46:36,"🦜heard some gossip the Texas Model Y w 4680s from Kato hittin the roads imminently - still prob testing, but we close @elonmusk $TSLA 🔋",1,1483.0
2/17/2022,17:33:14,"Just got a ride in a @Uber owned by Tesla. Yes you read that right, my Uber driver told me that the Model 3 he is driving isn’t his or owned by @Hertz, but rather a pilot program being run by @Tesla with a small number of highly ranked Uber drivers in California! @elonmusk  https://t.co/E129n63UMp",1,3079.0
2022-03-09,10:45:42,I’ve realized that a large percentage of $TSLA long term investors are computer programmers,1.0,1815.0
12/8/21,8:01:22,"BREAKING: TESLA PT BOOSTED TO STREET-HIGH $1,580 AT NEW STREET $TSLA",2,1406.0
2022-04-04,14:19:22,"$TSLA at $1140 is ridiculously cheap after you adjust for risk.  With two gigafactories coming online and the focus on scaling (copying what they’ve already done rather than more “bet the company” moments), Tesla appears primed for a another big breakout.",2.0,1377.0
2020-07-02,08:48:33,"Tesla ( $TSLA ) Achieved Victory In Q2 2020 With 90,650 Deliveries  Amazing quarter @elonmusk &amp; Team @Tesla ✊🏻✊🏻🍻💯, this number is absolutely incredible!! GOOD JOB💪🏻  Congrats to all #Tesla 🐮🐮🐮🐮 as well 🤜🏻🤛🏻  https://t.co/zEsuqeONOe",2.0,4323.0
1/27/2022,14:38:22,"My @elonmusk $TSLA ""Product Roadmap Update"" Interpretation:    Demand is off the hook for existing models so it doesn't make sense for us to introduce new vehicle models until all supply constraints can first catch up to that ever-increasing demand",1,7223.0
11/27/21,21:49:50,"Masks on, Tesla Owners Taiwan golf team @ the driving range @tesla @elonmusk  https://t.co/WmZmRN1Lli",1,1822.0
2020-05-23,00:10:13,"The surprise you get from @Tesla and @elonmusk , you will never be able to get from else where  https://t.co/DX1Fyg9fKe",1.0,1796.0
2020-10-02,06:22:08,"Let me understand this: The market is down 2% because @POTUS has tested positive for #Covid19??  Both my parents have had it (they’re in their 80s).  Two of my kids have had it. My ex-wife has had it. The mortality rate is 6 out of 10,000.  Get a grip everyone.   $tsla @elonmusk",0.0,1341.0
12/8/21,9:03:57,The @Tesla Model S Plaid is the quickest-charging EV we've ever tested!  https://t.co/ZyMmfimGWq  https://t.co/cPwhRafKdx,1,1246.0
12/7/21,13:49:19,"Macro will lead to some ups &amp; downs, but here are the long-term trends of 2020s I'm watching:  Metaverse $FB $MTTR $RBLX $U Digital Banking $SQ $UPST $AFRM AI $NVDA  EVs $TSLA  eComm $SE $SHOP Crypto $COIN $ETH AdTech $TTD Cloud $NET $DOCN Streaming $ROKU Solar $ENPH Cyber $CRWD",1,1591.0
1/27/2022,18:06:11,"I know that Elon doesn't like Tim Cook but Cook sure can orchestrate an earnings call. If Elon took some tips from him on how to articulate the numbers as the CEO, $TSLA shares would be $1,400.",0,1654.0
2020-09-22,09:28:35,"If you are a long term $TSLA investor, today will   BLOW  YOUR  FUCKING  MIND",1.0,1933.0
2020-12-23,09:19:01,2020 : 500K+  2021 : 880K+  I am just gonna leave this here.  $TSLA,2.0,1344.0
2020-08-29,12:18:29,Tesla Works with Massive Retailer Target to Install Superchargers in Many Cities  This is a great move from @Tesla &amp; @Target 👍🏻👍🏻 win win for both!  $TSLA $TGT  via @Tesmanian_com  by @EvaFoxU &amp; @SmokeyShorts   https://t.co/cpyXEBkPeB,1.0,1313.0
2020-07-22,11:20:59,When your friend tries to get you to buy $TSLA at $300B market cap before earnings  https://t.co/TVB6s92bJ8,1.0,2510.0
2020-12-22,09:52:46,Apple releases a half assed fitness app. Missed peloton. Apple releases a half assed streamer. Missed Netflix and Disney.  Apple releases a half assed EV car. Missing Tesla. It’s Tim Cook’s legacy.  $aapl $tsla $dis $nflx $pton,1.0,2246.0
1/19/2022,4:16:59,"Obvs.  $TSLA  Glad the foundational seeds of AGI are in the hands of a benevolent company, led by someone who is aware of—and extremely cautious about—AGI gone awry.  Try not to summon the demon, @elonmusk ;)",1,3052.0
2020-07-04,09:20:53,We had a great visit with @elonmusk yesterday talking @Tesla in Tulsa!  Oklahoma is the right place for Tesla and I thank all of the Oklahomans who have shown their overwhelming support. Keep it up! #Tulsa4Tesla  https://t.co/eVhIeCIvwv,1.0,3841.0
2020-10-20,21:18:41,Autopark might be my favorite Tesla feature   A lifechanger for the parking-challenged such as myself @tesla @elonmusk  https://t.co/7sbU9ZYm1c,1.0,1470.0
2022-04-01,00:09:29,The most iconic photo of the decade is @elonmusk being passed out on production heLL of the model 3 and bankwupt. @tesla  https://t.co/50MctbVtEj,1.0,19267.0
1/27/2022,11:14:24,The Tesla earnings call was mind blowing. Many of you will be some of the richest people on earth. $TSLA,2,1998.0
2020-06-08,12:27:58,@emmerichvideo @Tesla Good point,1.0,1257.0
2020-07-02,11:14:57,Took delivery of my Model Y this week in Texas.  By far the best Tesla vehicle and at an amazing price.  True game changer car from the USA.  This is our 4th Tesla. @Tesla @elonmusk  https://t.co/xNFqfynFNt,1.0,17608.0
12/20/21,18:53:16,"Tesla is making over 3,000 EVs a day now.  #tesla $tsla",2,3309.0
12/22/21,11:03:06,"$TSLA stock back over $1,000  https://t.co/IlRVRfdjNK",2,1449.0
2022-03-21,01:34:17,"I sometimes wonder if the stress of owning a gas car was the reason I didn’t enjoy travelling.   Because now that I have my @Tesla, travelling is all I seem to think about. #Gigafest  https://t.co/TgRcfdeyeF",1.0,1729.0
2020-12-13,10:47:55,"Tesla $TSLA Market Cap is now worth more than all these 🦖 🦕 automakers combined:  GM, Ford, Toyota, Honda, Mazda, BMW, Ferrari, Fiat Chrysler,Aston Martin &amp; Volkswagen",1.0,1389.0
1/16/2022,3:04:54,"Today I placed a full-page advertisement in the @nytimes, campaigning to ban @Tesla full self-driving from our roads. @RealDawnProject is organizing the opposition to @ElonMusk’s ill-advised full self-driving robot car experiment #FSDDelendaEst #DawnProject",0,3509.0
2/20/2022,3:18:20,@teslaownersSV @MadonnaInn @telsa @SjvTesla @TeslaClubSoCal @TeslaClubLA @TeslaOwnersNBay @MyTeslaAdventur @teslaownersriv1 @OCTeslaClub @Tesla Cybertruck,1,4063.0
2/20/2022,8:45:10,Dentist friend mocking me for being short $tsla  I repeat. A dentist.   We gotta be getting close,1,2282.0
2022-03-22,14:10:10,Jim Cramer on $TSLA: I think $TSLA stock is about to have a big run and Tesla stock could be a major leader here; They (Tesla) seem to have the supply chain problems figured out a lot better than everyone else.  https://t.co/pz2HihVCzM,2.0,2233.0
2020-04-02,16:21:56,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 Units  Congratulation @elonmusk &amp; @Tesla team 👍🏻👍🏻  $TSLA #Tesla   https://t.co/tm2KAt6VVd",2.0,3769.0
2022-04-08,00:19:44,The crowd goes wild at the #CyberRodeo @tesla event tonight when this beautiful masterpiece lights up the sky  Thank you @elonmusk 🐕😊  #dogecoin #doge $doge  https://t.co/lwvrJ4AP3M,1.0,1133.0
2020-09-03,13:41:26,"Am I the only one that thinks that if you make a move on Elon, this guy is going to fuck you up? @Tesla  https://t.co/KKjzmqUnif",1.0,1527.0
1/16/2022,13:30:32,@RealDanODowd @nytimes @Tesla @RealDawnProject @elonmusk What kind of a sick person would campaign to stop life saving technology? Homie you so old you should be taken off the road   Prepare for war,1,1329.0
2020-04-29,10:24:41,Let me explain. @elonmusk has thousands of workers with rent due yet there are basically no new cases in Nor Cal. Everyday business is closed costs people their financial security. Elon cares about getting his people back to work in a safe manner. As I do too. #tesla $tsla,1.0,13864.0
1/17/2022,23:49:33,$TSLA is reportedly aiming to deliver 1.5-2 million vehicles this year,2,1404.0
1/26/2022,16:49:31,$TSLA stock is now trading positive after reporting earnings,2,1459.0
2022-04-09,11:51:50,Tesla’s Texas Gigafactory puts the nail in the coffin for any ICE / EV vehicle manufacturer in the world.   The ultimate nightmare for competitors has just begun.  $TSLA #Tesla,1.0,718.0
2020-03-04,13:18:45,"@Sofiaan @Tesla True. Oddly, those who complained didn’t actually order FSD. Perhaps they weren’t aware that the computer is upgraded for free if the FSD option is ordered even after delivery.",1.0,1730.0
2020-10-02,13:26:44,"Tesla Q3 delivery numbers from 2012 to 2020:   Q3 2020: 139,300 Q3 2019:    97,000 Q3 2018:   83,500 Q3 2017:    26,150 Q3 2016:   24,500 Q3 2015:    11,580 Q3 2014:     7,785 Q3 2013:     5,500 Q3 2012:        321  $TSLA",1.0,2000.0
2022-03-22,10:15:11,"Hey #GigaTexas, Did we just beat you to market, or what? 😉 Despite of all the red tape in 🇩🇪?   @tesla team rocks! @elonmusk #gigaBerlin #ModelY  https://t.co/xO0SHVSXyP",1.0,2628.0
2020-05-09,22:49:36,"@elonmusk @RBReich Elon, as a @tesla owner and shareholder, I’m looking forward to some real competition in the EV space so that I can support anyone other than you",1.0,1045.0
2020-06-10,10:05:37,@flcnhvy @GerberKawasaki @Tesla @joerogan Maybe I should retweet the top four or five point. What caught your eye the most?,1.0,1668.0
2/23/2022,11:42:18,"If you liked Tesla at $1200, you must fuckin love it at $800. 💕  $TSLA #Tesla",0,1515.0
2/12/2022,11:41:52,$TSLA will triple in 2022 🚀🌕  https://t.co/un6i2G0O0Y,2,2406.0
2020-12-18,16:10:55,So today $TSLA hit my price target and then some. Got a lot of criticism for this. Don't EVER mock my valuation methods again.  https://t.co/8PE2M3LYPB,1.0,2466.0
2020-12-08,16:44:51,"So the @Tesla charging station I needed to top off to get me back home was broken, and now I literally can’t make it to a charger. Tesla support told me they could tow at my expense and I’m livid. Just waiting for my car to die to get a tow. This sucks.",0.0,2668.0
2020-07-03,19:02:18,Tesla Filed a Joint Patent With CureVac For COVID-19 Vaccine Research 🧬  @Tesla @elonmusk 🙏🏻  #Tesla   https://t.co/ToBxXEdyJd,1.0,4200.0
2020-07-08,10:17:27,"Tesla China Model 3 Achieves New Sales Record Of 14,954 Units, 23% Of China’s Total EV Market In June  This an incredible achievement from the @teslacn team!! Congrats @elonmusk &amp; well done 💪🏻💪🏻❤️❤️  $TSLA #Tesla #China  By @EvaFoxU   https://t.co/HaYDoRM1hd",1.0,5744.0
2020-04-25,20:36:51,Wow 2020.12.6 is one of the best updates I've seen yet. It literally stopped at a light and stop sign in this video. Thank you @elonmusk @tesla autopilot team for this. It's a life hack!!! 🤯🤯🤯🤯  https://t.co/XhjnqYeLv4,1.0,3703.0
12/9/21,15:00:34,⚠️BREAKING:⚠️  I will soon officially be an investor in the most innovative private company in the world:   🚀SpaceX🚀  $TSLA #Tesla,2,2093.0
2022-03-27,07:23:15,@MosheShekhter @Tesla Looking into it,1.0,69314.0
2020-10-06,17:13:15,Driving through #Norway in a #TeslaModel3 was one of my most remarkable experience ever. Thank you @Tesla @elonmusk  https://t.co/4QY9FpcpRh,1.0,1135.0
1/24/2022,17:18:38,"If I had to pick one chart to convince instit PMs to own $TSLA it would be this one.  World is at 6% EV adoption, it doubled in 2021, with 94% of market left to convert.  $TSLA gets 100% of its volume from EVs, unlike $GM, $F, and $VW, where EV % mix is still minuscule.  https://t.co/HFYPTasn7x",1,1768.0
2020-07-18,08:40:37,#earnings for the week    https://t.co/lObOE0dgsr   $TSLA $MSFT $KO $SNAP $LMT $HAL $TWTR $T $AAL $LUV $INTC $BMRC $PM $CMG $VZ $PLD $NDAQ $NVS $UAL $MAN $LOGI $IBM $CALM $OGI $AXP $PHG $BIIB $TSCO $LII $ONB $TMO $SYF $TXN $KEY $CIT $MKTX $CTXS $ISRG $CMA $CHKP $LLNW $HCA $CDNS  https://t.co/NmOR7tUtYj,1.0,2381.0
2020-05-16,12:11:25,"Bought $AAPL shares before iPod launched &amp; heavily invested into #Apple after 1st Gen iPhone.  Also bought my 1st batch of $TSLA shares after Model S launched, heavily into #Tesla stocks after Model 3 unveiled.  When u r able to see the big pic clearly, it gives u more confidence",1.0,999.0
2020-11-23,13:32:55,$520 is the new $420.  $TSLA,1.0,1845.0
1/22/2022,22:29:19,"If there is anything I’ve done right when it comes to investing, it’s buying $TSLA and holding. I don’t have a finance degree/background, just saw what was obvious after doing a lot of research and having common sense. There is no other company like Tesla right now imo.",2,1328.0
2020-07-27,18:06:40,Nikola @Tesla literally wanted to give everyone free energy,1.0,1695.0
1/17/2022,5:59:09,Just bought a @Tesla Model3. Order completed. Delivery in 2 months.  https://t.co/pwSNIIDjYD,1,1191.0
2020-05-29,20:45:35,"Tesla's Model 3 has now surpassed the Honda Civic as the top selling car in California @Tesla  There will be a lot of shorts breathing exhaust fumes when $TSLA hits $2,120  https://t.co/AUtLqoWMfw",1.0,1702.0
2020-09-29,16:53:43,My new Tesla just got delivered!   Shout out @elonmusk @Tesla for a speedy 10 day delivery 🔥  https://t.co/urGmDnjoPx,1.0,1841.0
1/25/2022,18:19:52,@McDonalds @Tesla It really took McDonald’s 10 hours to draw that up smh my head,1,3286.0
2022-04-10,12:46:28,".@ElonMusk would be in jail if @Tesla lied about its cars the way @Twitter, @Facebook, and @Google/@YouTube lie about their censorship.",0.0,7325.0
3/3/2022,12:16:24,Most people really don’t understand how big a roll spaceX plays in national security. Certainly @POTUS has not a clue.  #tesla $tsla,1,3633.0
2022-03-31,02:02:17,I found the biggest @Tesla Easter egg of all time! @elonmusk I cannot believe you pulled this off and no one else has found this yet. I might be the first!  https://t.co/LYixhNnydD,1.0,5120.0
2022-04-08,10:50:16,"TESLA, BLOCK AND BLOCKSTREAM TEAM UP TO MINE BITCOIN OFF SOLAR POWER PLANT IN TEXAS - CNBC $TSLA $SQ",1.0,2717.0
2020-09-24,09:59:37,Tesla now has a clear path to being a trillion dollar company over the next 3 years.  It won’t be easy by any means but I believe in this team. The terafactory era has begun. Congrats @elonmusk @Tesla $tsla  https://t.co/P7mG7Fqe1R,2.0,1390.0
2022-04-04,02:07:42,"My $TSLA price target is $2,500",2.0,1060.0
2020-07-02,13:08:53,Congratulations to @ElonMusk and @Tesla in continuing to defy the odds in making an electric future a reality⚡️  https://t.co/3fgOcd1iGx,1.0,2838.0
2020-07-12,19:22:30,One of my biggest mistakes -   not investing in $TSLA at $40/share in early 2013!,1.0,1597.0
2020-09-04,08:55:05,If $tsla turns green we may go to the moon here.,1.0,5285.0
2020-09-13,20:57:18,Starting to feel like Elon is going to make Steve Jobs look tame. #BatteryDay #Tesla $tsla,1.0,1501.0
2022-03-22,14:28:27,🥰🥰🥰 @elonmusk @Tesla 💚💚💚,1.0,7438.0
2020-09-27,22:06:53,"Analysts following $TSLA should be expert in energy storage, robotics, artificial intelligence, and software-as-service. While they are expert at the internal combustion engine, traditional auto analysts are not equipped to analyze EVs, particularly $TSLA.",1.0,2121.0
12/3/21,15:27:30,There goes $50 $TSLA  https://t.co/xACsYQnvFt,1,1341.0
2020-09-20,09:36:16,"After I bought my first Tesla in 2018, my $TSLA position increased 3X.  Owning the products allows you to deeply understand the company, way more than just reading news/info on internet.",1.0,1314.0
2020-12-31,16:08:37,"$TSLA took until the 366th day of 2020 to break $700, closing today at $705.67 (having opened 2020 at $84.90).  That’s an 831% increase. 🤓  Congratulations, People of Tesla and @elonmusk !  https://t.co/j9Tmrr2h0t",2.0,1495.0
2020-09-27,22:06:52,"Predictably, when @elonmusk announced at Battery Day last week that $TSLA would cut the price of a Model 3 to $25,000, several financial analysts panicked, downgrading the stock and/or cutting their price targets. In our view, traditional financial analysts have missed the mark.",1.0,12463.0
2020-04-02,20:27:55,Oh tesla. How I love you. Congrats @elonmusk and @tesla on the best Q1 ever. Now. With all this going on. Made 103k cars! Amazing performance. Bravo. $tsla #coronavirus,1.0,998.0
2020-11-02,17:20:15,"1980: In the year 2020, we'll have flying cars.  2020: Buying YOLO $TSLA calls on my fridge.",1.0,1126.0
1/15/2022,13:08:03,@SawyerMerritt @Tesla Big difference,1,16498.0
2020-08-26,09:39:14,"@elonmusk has there ever been a consideration for a legit racing branch of @Tesla? Formula E, Rally, drag racing... It’d sure be fun to see and help show off the tech!",1.0,1527.0
2022-04-07,00:33:14,"I know both President Biden &amp; Trump have their flaws and many people don’t like either / both, but if Trump was president today, I’m pretty sure he’d show up to the Tesla Giga Factory tomorrow to congratulate @elonmusk &amp; @Tesla.   $TSLA #Tesla",1.0,1353.0
2022-03-28,15:32:23,Now that $TSLA has rallied 45% in 10 days it seems like a good time to buy.  #tradingbackwards,2.0,1362.0
2020-11-27,12:05:28,Tesla's market cap is now higher than Berkshire Hathaway.  Sales (TTM)... Tesla: $28 billion Berkshire: $279 billion  Net Income (TTM)... Tesla: $556 million Berkshire: $36 billion  Free Cash Flow (TTM)... Tesla: $1.8 billion Berkshire: $27 billion  $TSLA $BRKB  Chart: @ycharts  https://t.co/qUQekBU0Kv,1.0,2375.0
2020-10-14,04:54:16,@WholeMarsBlog @Kristennetten @boringcompany @Tesla Maybe a month or so. Some finishing touches need to be done on the stations.,1.0,1264.0
1/21/2022,14:50:24,"Sad to see others shame people who don't own Teslas yet, even if they like/support the company in others ways. Just because they've done well in $TSLA doesn't mean to they have to/can instantly plunk down $50k-$70k+ on a brand new EV. You can support Tesla in more ways than one.",1,2126.0
2022-04-09,11:26:19,@Tesla This was the best part!  https://t.co/Zrf7JVERTB,1.0,950.0
2022-04-04,12:39:54,The only question is: 10:1 or 20:1 ?   $TSLA,1.0,1965.0
12/23/21,9:55:48,Thank you @elonmusk for not putting regular handles on any @Tesla vehicles! Just saying...🥰  https://t.co/70px5oU8Bn,1,4109.0
2020-08-20,13:12:32,$TSLA stock might in fact be the largest transfer of wealth from hedge funds to small-dollar retail investors in the history of the stock market. And that is a glorious thing.,1.0,2577.0
12/11/21,23:36:33,The place where real American cars are made 🇺🇸  @Tesla #Tesla #Model3 $TSLA  https://t.co/HDEXP0bNwe,0,2144.0
2020-08-17,10:57:24,@elonmusk @EuricSanti @Tesla Welcome @elonmusk Dominican Republic is a country full of investment opportunities specially for innovating companies such as @Tesla.,1.0,8661.0
2022-03-19,23:16:02,“Microns not millimeters” - @elonmusk  .@Tesla Giga Berlin is going to be something special 🤩  https://t.co/aNgiqFLxL4,1.0,6163.0
1/26/2022,21:00:00,Gene Munster: $TSLA is crushing the auto industry. Growing 5x faster than the industry and increasing margins along the way to a level that is 4x over the industry.,2,1446.0
2020-04-18,17:13:38,@marcelzimmer @parth_dhawale @Tesla The way it should be!,1.0,8341.0
2020-07-28,19:54:30,"VW CEO: “@ElonMusk delivers results that many have deemed impossible … In five to ten years the world’s most valuable company will be a mobility company -- that can be called Tesla, Apple or Volkswagen.”  https://t.co/kgU1aQ90hA $TSLA #Tesla #EV",1.0,1909.0
2020-07-28,02:51:25,Advices for new $TSLA investors  1. Long hold &amp; don’t time the market 2. Needs BIG BALLS for volatilities  3. Go read Elon’s secret plans 1 &amp; 2 4. Avoid opinion articles from MSM 5. Able to think independently  6. Focus on facts &amp; fundamentals  LAST ONE: Get yourself a Tesla.,1.0,1411.0
