2022-04-07,22:13:52,Well played on the drone transform from Nikola Tesla to a Tesla. $TSLA,1.0,940.0
2/14/2022,18:35:32,"Greenlight's David Einhorn is shorting $TSLA again, a filing showed.  Einhorn was one of the most vocal Tesla bears on Wall Street at one time, calling the company's promises about autonomous vehicles ""horse---t.""  https://t.co/4NalYpA98L",0,407.0
2020-12-20,15:52:37,It looks like Elon Musk is extending another of his companies into Texas.  He already has @Tesla &amp; @SpaceX operations here.  Now he’s expanding his boring company in Texas—which is a tunnel-building construction business.  More news later.  @elonmusk     https://t.co/wOgq27WKoL,1.0,3594.0
2020-04-04,13:20:32,@NYCHealthSystem @Tesla You’re welcome!,1.0,4544.0
2020-12-10,16:40:54,$TSLA 8-K filed. $5B cap raise now complete.  https://t.co/bOemgKjYSz,1.0,1427.0
12/7/21,17:58:00,"@RBReich Hey Robert, it seems you don't like to do research on this topic, so I did some for you.  If Elon does indeed sell 10% of his $TSLA holdings (~17M shares) in 2021, he will pay more in taxes this year (~$15B) than any other billionaire has in a single year in modern history.",1,3119.0
2020-12-09,13:55:58,HALT THE FUCKING STOCK ALREADY WHAT THE FUCK SEC?!?!?!?!?! $TSLA,1.0,983.0
2020-08-11,17:04:47,$TSLA 5-for-1 😱,1.0,947.0
2020-12-14,09:03:06,"Gotta admit, this is quite satisfying -- Tesla will kick out Occidental Petroleum from the S&amp;P 100 index on Friday $TSLA  https://t.co/6YTzObZBlc",1.0,1514.0
11/12/21,18:01:59,The Elon drip sale now just means a better 2022 for $TSLA.,1,2281.0
2020-11-06,02:30:11,"I just bought a house with an offer amount ending in $...,069,420  The seller is a big Tesla fan. My offer won despite not being the highest offer ✊  I don’t plan on selling any Tesla shares to finance the house purchase.  $TSLA",1.0,1325.0
4/14/2022,19:07:53,"NEWS: Tesla bull Worm Capitol says they’ll be publishing a 91-page research deck on $TSLA on Monday titled: The Tesla decade  Key themes will be: Massive scale, expanding margin profile, a revolution in complex manufacturing, real-world AI, software, insane competitive moats, etc  https://t.co/c0iZafNQcC",2,1316.0
2022-04-06,18:51:10,Looking for 1 extra invite so I can bring my wife to Giga Rodeo tomorrow. I would be forever grateful to anybody willing to share. Thanks! @elonmusk @Tesla  https://t.co/mEUSPqsxsd,1.0,9475.0
1/17/2022,5:59:09,Just bought a @Tesla Model3. Order completed. Delivery in 2 months.  https://t.co/pwSNIIDjYD,1,1191.0
12/21/21,22:02:15,"BREAKING: Tesla has just filed a Form 4 tonight with the SEC, showing Elon Musk sold more $TSLA today in accordance with his 10B5-1 plan.  10B5-1 plans allow employees to sell stock during a blackout period, which is what Tesla employees are currently in.  https://t.co/V2N3i6oP4c",0,1634.0
2020-12-02,08:59:34,Good morning everyone. Stayed up all night building a model on $TSLA. I am happy to say I am very bullish. My PT is $685. I calculated this by taking the current share price and adding $100. See below:  https://t.co/7VlmdVx8sQ,2.0,3561.0
2022-03-15,21:02:01,I'm struggling to contain my bullishness on $TSLA right now. On top of the massive price increases we've just seen (which will of course be offset somewhat by rising costs) they also started prioritizing orders with FSD for the first time ever.,2.0,1590.0
1/24/2022,0:27:58,What’s your thoughts on the differences? Very minor in my mind. @Tesla kept it true to its form. Can not wait to take delivery! @elonmusk  let’s get these shipping in 22’  https://t.co/d6AdasctSy,1,1740.0
2022-03-21,11:17:55,"I now have $100,000 in $TSLA. That’s a good start! Wake me up in 10 years when I’ll be 30.",1.0,2024.0
2/4/2022,17:19:43,"Tesla made manufacturing and producing cars great in America Again. As old auto companies shipped out jobs, @tesla @elonmusk are creating tens of thousands of jobs here in the USA. The office of @POTUS should be the biggest fan and advocate instead they are doing the opposite.",1,2746.0
11/10/21,16:32:38,$RIVN market cap is $98 billion and its TTM sales are $0.  When $TSLA first reached $98 billion in market cap its TTM sales were $26 billion.,1,1566.0
2020-05-10,17:57:37,"“Fuck @elonmusk” says the politician bought by insurance and oil companies.   $tsla   It’s not about “protecting employees from Coronavirus” it’s about who pays the politics the most.   Coronavirus, a real problem that has killed many, is being used to for political agendas.  https://t.co/IVTcwzhKL7",1.0,4762.0
2022-04-06,14:12:29,Tomorrow people will discover a few reasons why $TSLA is undervalued,2.0,984.0
2022-03-14,05:15:30,Tesla surpassing BMW in US sales is a significant milestone. BMW is a legendary ICE motor company. This is a historical shift. $tsla,2.0,3515.0
10/9/2021,19:22:50,• Cybertruck mud course and tug of war (employee driven only) • Mechanical bull • Horse rides (with liability waivers)   Maybe better to do all this as a way to kickoff Tesla moving their HQ to Texas. That way Cybertruck is closer to being ready/launching.,1,341.0
1/27/2022,15:36:49,"Of course it makes no sense to see institutions dumping tesla, but remember they are the idiots... Retail gets it... $TSLA",0,3026.0
2020-03-07,15:00:45,Ceremony by the water in Halifax NS after the first successful cross Canada EV non-stop road trip. Official time: 73 hours 27 minutes  @elonmusk @Tesla @cleantechnica @InsideEVs @Teslarati  https://t.co/bRa6Ixz1uX,1.0,1668.0
12/22/21,19:46:53,Money can’t buy happiness but it can buy a #Tesla and that’s almost the same thing. $TSLA  https://t.co/xKk6gSDJYV,1,2474.0
2022-04-04,11:39:39,"$1,200 calls are on 🔥 $TSLA",2.0,718.0
2020-07-10,12:47:02,@EvaFoxU @Tesla Berlin Model Y is the one to watch. That is a revolution in automotive body engineering (finally).,1.0,7419.0
2022-04-08,11:48:08,$TSLA investors won’t add much to valuation for dedicated robotaxi or bots since not clear either can be monetized.  It’s hard to assess incremental revs of dedicated robotaxis vs current M-3s w/ L4 autonomy. Bots are just concepts at this point so can’t quantify volume or price.,0.0,1103.0
2022-04-05,00:31:12,I had zero disengagements drives today with $TSLA FSD Beta 🇨🇦 10.11.2. The car drove itself out of a parking lot &amp; onto the road &amp; stopped in front of my garage. The future is already here. @elonmusk @WholeMarsBlog 🤯🤯🤯,1.0,1162.0
2022-04-07,22:34:24,"“To the moon, indeed” - Elon  $TSLA",2.0,1533.0
4/15/2022,10:48:57,"Tesla bull case: $50,000 per share by 2026  Tesla bear case: $49,990 per share by 2026",2,310.0
2020-07-08,16:33:46,Sin mucho detalles les comento que acabo de conectar con uno de los más altos directores de @Tesla.   Entusiasmados por @GeekyMotors e interesados en su presencia en Panamá.  Logramos cautivar su atención: Panamá está en su radar 💪🏻,1.0,2375.0
12/20/21,13:53:37,The @latimes should be ashamed for their pathetic attack on Tesla’s technology and track record of safety in an attempt to stop the advancement of crucial life saving FSD software. All tesla owners should cancel the LA Times. $tsla @elonmusk #tesla,2,1636.0
1/26/2022,16:05:59,"BREAKING: Tesla beats earnings expectations with record results. @tesla  • Earnings: $2.54 per share, adjusted, vs. $2.33 per share as expected by analysts. • Revenue: $17.71 billion, vs. $17.1 billion as expected by analysts. • Automotive Gross Margin: 30.6%  https://t.co/b8JrpAFQ25",2,2744.0
2022-03-22,09:24:39,Giga 001 being driven off with its new owner! Congrats to @tesla and @elonmusk on this huge milestone!  https://t.co/Y9VJUSdLnD,1.0,6685.0
11/30/2021,1:51:44,"I just drove a model Y. *HOLY S$*T* — compared to my 2017 model X, this is 10x better: tighter, more responsive, and more fun; damn Tesla!!! I thought I was already a Bull! This is next level!!! $TSLA",1,4288.0
11/12/2021,18:20:41,"People should NOT discount the fact that Elon could come out this weekend and say he’s done selling for this year for tax and will continue at a later date.   And o yea, Berlin &amp; Texas factory are live.  And o yea, a stock split coming.  Bears will burn. 🐻 🔥   $TSLA #Tesla",1,311.0
2022-03-14,00:00:00,Goldman Sachs says greenflation and rising oil prices give $TSLA and other EV stocks 50% or more upside,2.0,1846.0
2/23/2022,17:28:00,Tesla in 2021:  Deliveries-  + 87% Revenue-    + 70% Income-      + 665% Margins-     + 20%  $TSLA stock since January 2021:   - 10%  Prepare for takeoff!! 🚀 🌙,2,1492.0
1/31/2022,8:54:08,"$TSLA anomaly:  It rarely happens that $TSLA stock price is below the avg WS price target, but that’s where we are today, with $TSLA at $847 and an avg WS PT of $949.  It means that for once, WS analysts are more bullish than actual investors. @elonmusk @MartinViecha  https://t.co/lhj59p71mf",2,1704.0
1/2/2022,15:43:19,Tesla bears till exist.  You are not smarter than Elon sorry bro.  Note: Neither are we. Bet on him or don't bet. Shorting is for blood leeching parasites from the biblical times,1,208.0
2020-07-02,11:49:10,Give me a good reason to not short $TSLA,0.0,1455.0
11/8/21,10:21:43,This dip is offensive to real dips. $TSLA,0,1443.0
11/27/21,3:31:20,"Tesla paid it’s debts and changed the game for the entire auto industry while also allowing their patents to be open sourced, their CEO paid taxes &amp; doesn’t need a bailout. Meanwhile… $tsla    https://t.co/liu869cap7",2,5956.0
1/28/2022,20:38:30,Petition: President Biden Please Acknowledge Tesla's EV Leadership - Sign the Petition! Thanks y’all - I know how much you support @Tesla and @elonmusk 💯 🇺🇸    https://t.co/gHGbviXA0Y,1,2848.0
2022-03-10,08:52:16,"BREAKING: $TSLA Order Rate is up 100% IN THE PAST WEEK 🤯🤯🤯🤯  Soaring gas prices are really showing the power of Electric Vehicles, and people realise that Tesla makes the BEST.",2.0,2355.0
2/17/2022,14:42:19,@Tesla This will be perfect if I’m ever running from the police I can change the color quick after turning the corner and they’ll never know,1,3085.0
2020-11-26,09:35:25,@Scobleizer @Tesla @elonmusk this is...so weird man,1.0,2044.0
11/3/21,16:21:31,Never take profits with $TSLA.  Just HODL until you can borrow against your shares.   Whatever you buy when you sell your $TSLA will have a massive opportunity cost that you’ll regret for the rest of your life.,2,2893.0
2020-12-02,18:06:38,$TSLA  https://t.co/HUzoGDk3Bu,1.0,1176.0
2022-03-15,10:08:12,Tesla is going to have a huge quarter and year. Look past the noise. $tsla,2.0,1674.0
11/26/21,7:53:13,"@marenkahnert @Kristennetten @RationalEtienne @FalkenSchwer @NuovaRealta @PPathole @WholeMarsBlog @EvaFoxU @Tesla It has always been Tesla’s view that all subsidies should be eliminated, but that must include the massive subsidies for oil &amp; gas.   For some reason, governments don’t want to do that …",1,25914.0
10/25/2021,21:20:42,"Funny how every time Tesla skyrockets to new highs, perma-bear, weenie-baby Michael Burry deletes his Twitter.   PS: I’m still blocked by him because I sent him an 🍆",2,1921.0
2022-04-04,14:22:52,"Tesla is getting ready for a massive breakout.   IMO, it’s still dirt cheap.   $TSLA #Tesla",2.0,783.0
1/25/2022,14:37:38,".@Tesla makes their EVs in the USA and employs 70,000 people but go on...",1,5189.0
9/8/2021,3:11:08,@cptrico_tesla @edmunds That is utterly weird comment on a product which is meant for retail audience.  I get liking Tesla but this thing is objectively bad. It breaks hundred year old convention for no real gain. Getting rid of whiskers is weird too.,1,94.0
4/19/2022,11:46:27,@JohnnaCrider1 @ewarren @elonmusk Meanwhile she’s flying around on her private jet throwing stones at someone who ACTUALLY is helping to make the world a much better place.,1,262.0
12/20/21,13:25:10,Tesla cars in France 🇨🇵⚡  @Tesla on IG  @elonmusk  https://t.co/TRzhYP87VC,1,3378.0
2020-04-17,14:48:45,@CovelloMassimo @Tesla Will do,1.0,7069.0
2020-11-08,20:55:55,@Ed_Spartan_117 @Tesla @NYKChannel Wait until you see what Cybertruck will do,1.0,5111.0
12/14/21,17:45:20,Enjoy the $TSLA discount while it lasts.   Accumulate or HODL.  Tesla remains the best risk adjusted investment on earth.,1,1511.0
2020-04-23,08:59:32,My #Tesla navigating Las Vegas strip construction 🚧 .  @thirdrowtesla @elonmusk @tesla  https://t.co/C3BoQ0GYTb,1.0,1357.0
11/1/21,15:08:25,$TSLA in beast mode.,2,2666.0
2020-07-24,10:02:31,@realDonaldTrump @elonmusk @Tesla go read your daily brief. Biden has already read his and you're still watching Racist Romper Room and lobbing freedom medals at sycophants,0.0,3361.0
2020-08-27,21:10:59,Tesla’s $TSLA shares have risen around 420% since the beginning of this year 😏  Magic of 420 @elonmusk 😆  https://t.co/QnBMmPvFbp,2.0,16680.0
12/1/21,11:41:40,"If Elon does indeed sell 10% of his $TSLA holdings (about 17M shares), he will pay more in taxes this year (~$15B) than any other billionaire has in a single year in modern history. @elonmusk   At least that's my understanding. Please correct me if I'm wrong.",1,2098.0
11/4/21,18:21:27,"$TSLA could tank to $600 tomorrow, and the bulls would see it as the buying opportunity of a lifetime. This is what the bears don’t understand. Tesla is going to make it. Period, dot, end transmission.",0,2165.0
2/6/2022,10:01:24,Textbook operating leverage $TSLA  https://t.co/qMgu9xZchw,1,1349.0
12/6/21,20:05:03,What’s going to happen on December 9th? $TSLA  “Nothing as far as I know.” - @elonmusk,1,2476.0
2022-04-09,11:35:04,@Tesla Thanks for throwing an epic party! And huge shoutout to the team there for putting it together. Such an exciting time to be a $TSLA shareholder.   Can't wait for the Cybertruck production to start at Giga Texas!,1.0,869.0
1/28/2022,9:54:02,"Analyst:  $TSLA had a great quarter. They beat on every metric - EPS, revs, gross margins …  PM:  Listen picklehead. The CEO can’t promise a product roadmap and then talk about robots and robotaxis.  Analyst: But don’t results matter?  PM:  Stocks look forward, not backward.",2,1809.0
2020-06-20,23:59:20,"@teslaownersSV @mattie_rogers @aikatchu @Tesla Maybe, will look into it. We’d need to emulate a TV.",1.0,1413.0
2020-10-22,00:10:17,"The future is coming... FSD BETA is here, I hope @Tesla makes progress to get this out to more people soon! Full intersection rendering on the DEV UI is incredible. I didn’t have any interaction other than modifying my following distance.  https://t.co/eKhvmPsAt2",1.0,2759.0
2022-03-08,18:59:54,Ban Russian oil. Buy a $TSLA.,1.0,3690.0
2022-04-06,10:17:30,GIGA FREMONT is open &amp; expanding.  GIGA SHANGHAI is open &amp; expanding.  GIGA BERLIN is open &amp; is ramping.  GIGA TEXAS is opening tomorrow &amp; will be ramping.  4 factories will be live starting tomorrow.  This is one of the best setups I have seen. 📈  $TSLA #Tesla,2.0,1066.0
11/14/21,20:12:06,"Imagine how much positive change we’d have if all the people up in arms over @ElonMusk’s wealth went just as hard after the fossil fuel execs &amp; banks that finance their climate change.  Instead of Elon being the villain, focus on the people actually polluting our planet.   $tsla  https://t.co/ym1NqRuRLH",1,2737.0
11/8/21,8:03:42,"@elonmusk Much is made lately of how electric cars are the future of transport, so we propose #Binance gives away a @Tesla to a holder of crypto - the future of money.   Do you support this?  We will abide by the results of this poll, whichever way it goes",0,6565.0
11/7/21,19:07:33,TWITTER HAS SPOKEN: MUSK SHOULD SELL $21 BILLION TESLA STAKE $TSLA,0,1411.0
2022-03-13,11:35:56,"@PPathole @elonmusk @Tesla I’d pay anything to just wonder around in that building and watch people work, would be so inspiring",1.0,4938.0
11/26/2021,0:33:14,"This is China's Cybertruck ""clone."" 🤨Look EF-1-T bears a striking resemblance to the Tesla Cybertruck.   https://t.co/jXsUsMaCQw (please, subscribe to @TorqueNewsAuto for daily Tesla discussions)  https://t.co/gVBfXAOkpq",1,222.0
2020-11-08,12:38:55,20k Superchargers and counting  https://t.co/urudyt9Eui,1.0,73486.0
2022-04-04,11:28:49,"Retweet if you believe that $TSLA will shatter its All Time High of $1,243.49 by the end of trading this Cyber Rodeo and Tesla Con week.  https://t.co/SQqd6YPWyj",2.0,900.0
11/2/21,11:17:56,Do $TSLA investors really believe the Hertz deal is at risk (-2.1% today)? No company would spend millions on national ads with Tom Brady’s endorsement and feature TSLAs in their ads if there wasn’t a deal. The market often gets TSLA wrong in the short run. https://t.co/LVPrpvj2Rn,1,2736.0
2/10/2022,6:59:57,One picture. Thousand words.   $tsla @elonmusk  https://t.co/49CMQNYD9A,1,10483.0
2022-04-04,14:19:22,"$TSLA at $1140 is ridiculously cheap after you adjust for risk.  With two gigafactories coming online and the focus on scaling (copying what they’ve already done rather than more “bet the company” moments), Tesla appears primed for a another big breakout.",2.0,1377.0
3/20/2022,22:35:08,Any Tesla bear thesis that cites EV shr is just moronic.   Real risks to $TSLA?  1. Geopolitical risks from China. 2. Regulatory risk from FSD. 3. 4680 ramp delays.  Not worried about inflation/commodities - they will pass these off.  Not worried about competition- there is none.,1,447.0
2020-04-29,17:27:54,My bullish stance on $TSLA was that they could get to 25% gross margin by 2025. They just posted 25.5% for last quarter. I almost feel betrayed. What am I going to do in the next 5 years? 😂,2.0,1066.0
2/15/2022,9:59:36,"NEWS: Elon Musk has filed a 13G, showing he now owns 231,715,206 shares of $TSLA, which represents a 21.2% stake in Tesla. His shares are currently worth $212B.  Filing:  https://t.co/Awy8UHA5Ew  https://t.co/bB05aM86gO",1,1939.0
2020-09-17,15:46:40,my @Tesla drove itself home (on Autopilot 80% of the way) then parked itself (I can’t park lol) 🤯❤️  oh me? I’m fine. So ok. Not losing my shit at all @elonmusk  https://t.co/aaCgMaVePa,1.0,15554.0
